X,Y,stnid,lat,long,maxtemp,mintemp,ppt,magnitude,timing,maxtempfreezedays,mintempfreezedays,prismppt,prismtemp,prismmintemp,prismmaxtemp,prismdewtemp,prismjjavpd,prismmaxvpd,elev,wizardppt,cesmppt,resep,resepx,resepxpptout,resepxprismjjavpdout,resepxmagnitudeout,resepxmintempfreezedaysout
-1527464.007,1347533.908,"29,287",33.9792,-112.7403,29.03512758,9.093328241,284.6632131,8.092431166,0.088968156,0,55.39344262,310.97,19.85,11.18,28.53,2.02,56.73333333,34.71,650,279.271476,317.7138477,0.032047,0.0283769,FALSE,TRUE,FALSE,FALSE
240044.4204,1198195.132,"35,908",33.8203,-93.3878,23.72206747,10.86841063,1344.83423,13.61844844,0.259912634,2.295081967,56.26229508,1369.64,16.94,10.51,23.37,11.52,25.57333333,16.35,91,1279.205722,1102.572847,0.00312183,0.0030465,FALSE,FALSE,FALSE,FALSE
-1702791.518,1338892.877,"40,924",33.6131,-114.5972,31.29303503,13.46010326,86.95960656,5.931754406,0.04157163,0.016393443,11.54098361,91.13,23.29,15.29,31.3,4.5,65.73666667,40.54,80,125.0364784,291.1181302,0.132695828,0.13014,FALSE,TRUE,FALSE,TRUE
-1980426.657,2311973.73,"41,614",41.5336,-120.1736,16.73893427,2.127850201,318.2370164,4.321772899,0.195516513,13.26229508,151.2459016,325.87,8.97,1.6,16.33,-1.08,32.54666667,16.3,"1,365",353.777804,1156.672676,0.044403374,0.045123318,FALSE,FALSE,FALSE,FALSE
-2167552.993,2148657.72,"41,715",39.6911,-121.8211,24.09193638,8.481508198,559.5495082,10.00457679,0.160225198,0.049180328,32.86885246,651.51,16.57,9.29,23.84,7.37,39.65666667,22.81,55,626.14683,1082.717514,-0.001201149,-0.002783917,FALSE,FALSE,FALSE,FALSE
-1951029.462,1280466.342,"41,758",32.64,-117.0858,20.81949475,12.34292525,223.1785574,6.327507418,0.100434683,0,0.590163934,251.59,17.22,12.64,21.79,11.41,15.35666667,12.32,84,281.488642,282.6925454,-0.028710148,-0.028652833,FALSE,FALSE,FALSE,FALSE
-2113441.472,2064135.125,"41,912",39.0911,-120.9481,21.53763937,8.000343781,1126.777311,17.10954905,0.173073058,0.032786885,40.32786885,1189.3,14.72,7.86,21.58,4.95,37.24,20.39,632,1203.549536,1048.915663,0.003617154,0.003236957,FALSE,FALSE,FALSE,FALSE
-2019019.27,1533062.735,"42,941",34.7042,-118.4275,21.79628243,9.901231128,393.9165246,11.16045197,0.092520096,0.327868852,26.8852459,522.55,15.68,9.63,21.74,1.38,37.21333333,21.37,"1,029",242.725956,500.1821541,-0.024222956,-0.023971333,FALSE,FALSE,FALSE,FALSE
-2075560.712,1786480.026,"43,257",36.78,-119.7194,24.71344888,10.29726438,279.0752131,6.040258699,0.123067876,0.032786885,19.96721311,296.51,17.56,10.28,24.84,7.7,44.72333333,24.43,104,289.693604,701.5418982,0.012751379,0.012314375,FALSE,TRUE,FALSE,FALSE
-2081011.912,1734914.23,"43,747",36.3219,-119.6356,24.60334352,9.01859528,206.1022623,5.342782422,0.09718222,0,33.6557377,221.85,17.13,9.72,24.53,7.97,42.06666667,23.45,74,184.9235316,701.5418982,0.018898765,0.017596333,FALSE,TRUE,FALSE,FALSE
-2227309.2,2412049.859,"43,761",41.8042,-123.3758,21.89864999,4.697486104,1092.999475,13.00358191,0.219634628,0.131147541,64.73770492,1294.73,12.88,4.71,21.04,3.94,38.10666667,20.1,445,1438.995344,1446.71023,-0.035914543,-0.02721,FALSE,TRUE,FALSE,FALSE
-2287118.423,2057580.822,"43,875",38.6175,-122.8731,23.26640464,8.136202615,1083.043508,15.05169709,0.183827765,0,15.59016393,1104.35,14.78,7.39,22.17,7.61,27.08666667,17.94,66,955.480944,731.2493525,0.052619964,0.05371875,FALSE,FALSE,FALSE,FALSE
-1846545.337,1379557.195,"44,259",33.7086,-116.2153,31.93464124,15.32061909,65.91508197,5.792466267,0.033950617,0,8.721311475,75.75,23.17,14.79,31.56,5.75,60.97333333,39.28,-2,103.1340584,297.7407625,0.023990352,0.02398,FALSE,TRUE,FALSE,FALSE
-2026835.496,1728245.103,"44,890",36.3817,-119.0264,25.28407973,9.726574776,355.7540656,8.376841531,0.113455261,0,19.67213115,355.93,17.74,10.28,25.19,8.02,43.48,24.21,352,619.860584,701.5418982,-0.024994742,-0.02523475,FALSE,TRUE,FALSE,FALSE
-2223311.876,1931623.965,"44,997",37.6922,-121.7692,23.02078054,7.693021681,360.3094098,6.199563797,0.155026142,0.016393443,28.72131148,396.68,15.64,8.96,22.31,7.14,27.80333333,17.9,174,342.892888,697.1863236,-0.013534162,-0.01410625,FALSE,FALSE,FALSE,FALSE
-2170573.358,1965221.652,"45,032",38.1061,-121.2878,23.33824407,8.03775713,432.1914098,7.281494139,0.139016897,0.016393443,26.78688525,450.4,16.32,8.95,23.69,7.66,35.61666667,21.06,14,326.98436,697.1863236,-0.013888321,-0.016386727,FALSE,FALSE,FALSE,FALSE
-2128915.637,1858867.202,"45,532",37.2858,-120.5117,24.83528393,8.592280115,310.5503934,6.470734131,0.125024002,0,28.55737705,322.4,16.77,9.5,24.04,7.8,40.24,22.34,51,275.54428,829.9166417,0.033472039,0.031104923,FALSE,FALSE,FALSE,FALSE
-2157510.132,2335439.127,"45,983",41.3206,-122.3081,17.19925052,2.763938584,971.674918,10.37638618,0.249033938,4.295081967,130.3114754,1202.56,10.43,3.43,17.42,1.16,26.05,15.7,"1,398",1580.458612,1603.709948,0.015674331,0.016241,FALSE,FALSE,FALSE,FALSE
-2247069.397,2006469.27,"46,074",38.2778,-122.2647,22.09213462,8.041576629,656.206918,9.822931927,0.166522657,0,17.95081967,684.83,15.37,9.03,21.72,7.98,30.21,16.4,340,550.920158,812.4703397,-0.016157094,-0.017996067,FALSE,FALSE,FALSE,FALSE
-1679632.386,1465855.597,"46,118",34.7675,-114.6189,30.18987718,16.14532024,111.4019016,4.86344646,0.060399866,0,4.131147541,121.14,23.16,16.07,30.24,2.2,69.16333333,39.34,229,143.5157912,383.5425342,0.072457384,0.07185,FALSE,TRUE,FALSE,FALSE
-1998745.842,1401680.062,"46,175",33.6025,-117.8803,19.7032746,12.94787087,267.1205574,7.536237319,0.096833274,0,0.131147541,271.05,16.89,13.18,20.6,10.6,17.45666667,11.65,119,324.014592,379.352725,-0.010708475,-0.0112581,FALSE,FALSE,FALSE,FALSE
-2096563.193,1522534.066,"46,399",34.4478,-119.2275,25.457755,7.675706076,531.8968197,14.27032822,0.099035273,0,24.55737705,606.63,16.39,9.33,23.45,6.06,24.16,19.01,521,446.135252,473.224924,0.031319141,0.030138143,FALSE,FALSE,FALSE,FALSE
-2196862.767,2163252.916,"46,506",39.7458,-122.1997,23.86417933,9.270553543,538.6507213,8.215675683,0.161684917,0.049180328,25.08196721,569.07,16.86,9.69,24.03,7.19,41.34,23.7,67,506.8189,1082.717514,-0.030398307,-0.032831313,FALSE,TRUE,FALSE,FALSE
-2191380.424,1683288.586,"46,730",35.6278,-120.6856,24.79770359,5.436992071,372.7803934,8.187330309,0.121351767,0,62.81967213,417.96,15,5.6,24.4,6.03,38.05,22.55,251,506.475238,529.4843427,0.010861617,0.009199625,FALSE,FALSE,FALSE,FALSE
-2276276.79,2012479.092,"46,826",38.2578,-122.6078,21.42582331,7.36050556,623.8947869,9.379446356,0.175084175,0,22.78688525,687.18,14.48,7.58,21.38,7.77,25.87333333,16.08,38,618.01883,731.2493525,-0.04525141,-0.048848,FALSE,FALSE,FALSE,FALSE
-2088799.681,2155639.409,"47,195",39.9367,-120.9475,20.83358038,1.044900111,897.1113443,13.43736632,0.185363863,0.918032787,133.0327869,1343.43,10.45,3.51,17.4,-0.64,36.06,17.48,"1,306",1405.02386,1419.413428,0.045885744,0.044656667,FALSE,FALSE,FALSE,FALSE
-2198752.837,1647930.873,"47,851",35.3056,-120.6639,21.71966701,8.542553708,554.8400984,11.84196159,0.112345303,0,3.62295082,531.59,15.01,8.05,21.97,7.58,25.24666667,16.49,234,608.171504,441.4517345,-0.00864286,-0.0086217,FALSE,FALSE,FALSE,FALSE
-2137812.784,1529340.962,"47,902",34.4167,-119.6844,21.58471744,10.84309285,420.9571148,12.62729848,0.09375,0,0.803278689,506.68,15.67,11.07,20.27,9.01,9.713333333,13.07,19,NA,473.224924,-0.028371182,-0.025675,FALSE,FALSE,FALSE,FALSE
-2263215.449,1861135.578,"47,916",36.9906,-121.9911,20.21670862,7.701660753,763.8571148,12.36984511,0.16234639,0,11.45901639,749.54,12.45,9.19,15.72,8.74,4.816666667,6.1,4,551.427142,591.5976187,-0.033553778,-0.033292231,FALSE,FALSE,FALSE,FALSE
-2278169.945,2034055.29,"47,965",38.4381,-122.6978,21.87405808,7.26416421,765.1187869,10.51738465,0.189907136,0,25.62295082,828.64,14.54,7.57,21.5,7.86,25.37666667,16.22,152,862.402136,731.2493525,0.03938316,0.038448,FALSE,FALSE,FALSE,FALSE
-2051727.489,2201399.693,"48,702",40.4167,-120.6631,17.76777062,1.262590423,305.0623279,6.44423928,0.131192396,9.967213115,141.2622951,381.83,9.25,1.08,17.42,-2.05,37.71333333,18.82,"1,283",505.852684,1459.668927,0.040455053,0.042113333,FALSE,FALSE,FALSE,FALSE
-2298281.246,2122645.511,"49,122",39.1467,-123.2103,23.09262884,7.143516569,969.3680984,12.16781648,0.206461214,0,35.85245902,1004.77,14.75,7.1,22.39,6.01,35.76,20.64,198,1093.319886,936.273813,-0.00032524,0.00021156,FALSE,FALSE,FALSE,FALSE
-2076378.325,1650083.725,"49,452",35.5975,-119.3531,25.78701496,9.805909445,168.780918,4.993879227,0.087426136,0,28.06557377,172.89,17.85,10.14,25.57,7.59,44.9,25.62,103,163.2687362,601.3452995,0.04857668,0.047232273,FALSE,TRUE,FALSE,FALSE
-2226139.015,2285461.694,"49,490",40.7222,-122.9331,21.72680753,3.073135994,774.8165902,10.25026157,0.206989247,0.245901639,105.6721311,951.26,12.1,4.35,19.85,3.4,33.12,18.72,800,947.299096,1397.050752,0.023790961,0.022741667,FALSE,FALSE,FALSE,FALSE
-2212351.674,2141703.868,"49,699",39.5231,-122.3058,24.21906584,8.801219356,445.4701967,7.738991731,0.150816596,0.016393443,28.24590164,498.05,16.76,9.45,24.08,7.48,39.82333333,23.35,47,435.044088,1082.717514,-0.023014801,-0.02582905,FALSE,TRUE,FALSE,FALSE
-2172220.894,2384231.449,"49,866",41.7036,-122.6408,19.23648099,2.722866087,482.6541311,5.494658198,0.205669163,2.557377049,138.2786885,460.23,11.17,3.73,18.62,2.26,34.75666667,17.67,893,552.161964,1446.71023,-0.000922826,-0.002055529,FALSE,FALSE,FALSE,FALSE
-783018.8028,1924276.398,"50,848",39.9919,-105.2667,18.61982375,3.613830635,476.1750492,5.554231365,0.228014593,14.09836066,129.5901639,555.59,8.26,1.38,15.15,-2.8,29.31,14.15,"1,716",432.543458,691.4295063,-0.044018424,-0.043035,FALSE,FALSE,FALSE,FALSE
-796197.5769,1753060.877,"51,294",38.46,-105.2256,19.93224164,4.025803201,303.1302623,5.078814981,0.164626536,9.852459016,119.8852459,359.91,11.01,2.7,19.33,-1.01,31.46,19.13,"1,654",325.889366,773.3049428,0.003888704,0.00627,FALSE,FALSE,FALSE,FALSE
-792424.5841,1838315.183,"51,528",39.2203,-105.2783,17.13354198,-2.590212766,411.8880656,4.980291517,0.215273705,14.31147541,208.8360656,446.67,6.97,-1.74,15.67,-4.33,26.41333333,15.71,"2,225",474.399864,691.4295063,0.002088083,0.001967714,FALSE,FALSE,FALSE,FALSE
-545636.5585,1773370.691,"51,564",38.8236,-102.3486,19.55955459,2.767073629,399.6294426,7.836312533,0.136688748,18.67213115,154.8852459,414.45,10.78,2.54,19.02,1.51,31.18,17.94,"1,289",380.501906,801.2270583,0.013115406,0.012973333,FALSE,FALSE,FALSE,FALSE
-900249.6496,1675260.44,"52,184",37.6742,-106.3247,14.4313955,-2.48796573,251.3517377,3.982201788,0.155278067,32.73770492,206.3442623,265.03,5.47,-3.43,14.37,-4.35,23.16333333,13.54,"2,389",194.4250366,1018.630351,0.022351599,0.024577333,FALSE,FALSE,FALSE,FALSE
-764927.9423,1992618.851,"53,005",40.6147,-105.1314,17.32367779,1.976599236,387.2417377,4.774129945,0.216493856,20.06557377,159.9672131,427.06,9.4,1.43,17.38,-0.54,27.54,15.93,"1,524",377.2027,692.8832116,0.018800436,0.018425714,FALSE,FALSE,FALSE,FALSE
-658238.3595,1943190.009,"53,038",40.26,-103.8156,17.85495195,1.514046534,303.8256393,5.894814405,0.14405722,24.45901639,150.0327869,348.62,9.97,1.63,18.32,1.11,30.31,17.28,"1,318",352.057716,783.4106339,0.056379146,0.0564,FALSE,FALSE,FALSE,FALSE
-1086783.012,1866352.914,"53,146",39.1653,-108.7331,19.18844402,1.331819937,213.934623,4.011050734,0.150757576,15.63934426,160.8196721,260.06,11.37,3.57,19.17,-1.35,38.61333333,19.62,"1,395",275.190458,912.8145919,0.013913654,0.013210769,FALSE,FALSE,FALSE,FALSE
-945064.9387,1776353.493,"53,662",38.5258,-106.9675,12.66412259,-7.032814781,244.1398033,3.35978229,0.196452573,61.03278689,243.9344262,261.37,3.99,-5.16,13.14,-5.87,23.83,13.39,"2,431",408.096974,1105.427852,-0.003140403,-0.000229769,FALSE,FALSE,FALSE,FALSE
-967121.2173,1693831.13,"53,951",37.7717,-107.1097,11.27370734,-8.725100213,368.3041639,6.424171289,0.161699392,63.90163934,286.1311475,487.11,2.19,-6.46,10.84,-7.63,20.22333333,10.88,"2,835",713.233524,1018.630351,-0.013499484,-0.014712333,FALSE,FALSE,FALSE,FALSE
-872611.1596,1615949.2,"55,322",37.1742,-105.9392,15.27157648,-3.867849228,177.4377377,3.845444347,0.120308379,25.31147541,196.4262295,211.1,5.79,-3.52,15.11,-3.85,24.11,14.14,"2,341",209.5903098,868.7292427,0.016971703,0.019115,FALSE,FALSE,FALSE,FALSE
-668087.3506,1694275.3,"57,167",38.0392,-103.6933,21.61830926,2.299353503,295.0563934,5.801621871,0.13875288,12.62295082,161.6229508,313.55,11.85,2.75,20.95,0.94,34.31666667,20.48,"1,268",283.280358,841.8726222,-0.02928438,-0.024544,FALSE,FALSE,FALSE,FALSE
-907700.5186,1993427.552,"57,936",40.4883,-106.8233,13.16100872,-4.902576311,596.5627213,5.009453641,0.317721257,59.54098361,236.4098361,639.92,4.74,-3.38,12.85,-4.57,24.21333333,13.03,"2,280",1230.846408,743.543852,0.011055406,0.011524286,FALSE,FALSE,FALSE,FALSE
-745430.9278,1604076.229,"58,429",37.1786,-104.4869,19.622627,3.054064705,359.8721967,5.51476322,0.180635561,10.08196721,138.9180328,405.2,10.61,2.12,19.09,-1.36,29.24333333,18.45,"1,889",654.262598,981.27703,0.015302481,0.014265588,FALSE,FALSE,FALSE,FALSE
-525457.0028,1910708.677,"59,243",40.0583,-102.2189,19.81360189,2.19563019,424.3423934,7.454356602,0.151449693,18.40983607,154.3934426,469.74,10.52,2.4,18.63,1.8,30.11666667,17.33,"1,148",435.007766,803.5413806,0.005001579,0.00699,FALSE,FALSE,FALSE,FALSE
1845723.975,2326154.609,"62,658",41.95,-73.3667,15.44251592,2.247829387,1134.655475,8.464382787,0.34671819,32.52459016,158.6393443,1162.42,8.53,2.55,14.52,3.01,17.23,9.99,270,1383.227358,1314.751923,-0.062600895,-0.065124727,FALSE,FALSE,FALSE,FALSE
1940955.542,2332007.912,"68,138",41.795,-72.2283,14.35794547,4.357335968,1134.626328,10.49075698,0.277985791,34.47540984,119.0491803,1259.52,9.38,3.55,15.21,3.6,17.00666667,10.15,111,1340.51802,1223.276838,0.000549315,-0.001682,FALSE,FALSE,FALSE,FALSE
1737737.471,1991863.217,"72,730",39.2583,-75.5167,19.27608841,8.225162264,1128.996689,10.11267952,0.289536417,9.295081967,84.26229508,1135.51,13.15,7.69,18.62,7.2,19.53333333,11.94,2,1241.678238,1213.944071,-0.026171183,-0.030201,FALSE,FALSE,FALSE,FALSE
1284915.348,880720.4718,"84,731",30.1853,-82.5942,26.5412595,13.87747426,1346.724656,11.73904006,0.300499232,0.032786885,18.93442623,1338.12,20.28,13.74,26.81,14.68,22.90333333,18.47,51,1411.053058,1285.847503,-0.018528229,-0.015354444,FALSE,FALSE,FALSE,FALSE
1118076.792,1009676.708,"90,140",31.5339,-84.1489,25.68297619,11.95623159,1277.874,11.99214682,0.287442396,0.262295082,42.13114754,1275.11,19.11,12.63,25.59,13.05,25.91333333,18.79,55,1315.45584,1364.850732,0.032189137,0.0342665,FALSE,FALSE,FALSE,FALSE
1117677.079,971090.6919,"91,500",31.1903,-84.2036,26.04721838,12.92154605,1295.046066,14.39847595,0.239828538,0.032786885,30.26229508,1330.84,19.31,12.77,25.84,13.48,24.37666667,18.43,56,1355.089492,1364.850732,0.006339533,0.008905,FALSE,FALSE,FALSE,FALSE
1117370.971,1241535.3,"92,318",33.5972,-83.8436,22.96780141,10.21124821,1179.013869,12.47223229,0.246111751,1.032786885,55.31147541,1242.56,16.52,10.25,22.79,10.52,24.58333333,16.24,217,1277.646162,1454.285903,0.016860907,0.017307263,FALSE,FALSE,FALSE,FALSE
1196570.65,1094770.846,"92,966",32.2003,-83.2058,25.02382362,11.96266706,1161.100623,12.79535256,0.247336046,0.426229508,35.96721311,1177.2,18.47,12,24.94,12.76,25.28333333,17.92,112,1225.604864,1379.635145,-0.02749099,-0.0300035,FALSE,FALSE,FALSE,FALSE
1156284.256,1211367.553,"94,170",33.2842,-83.4681,25.21876415,11.16252681,1119.598689,12.47475935,0.247167819,0.196721311,44.08196721,1183.34,17.32,10.8,23.85,11.18,25.83333333,17.46,150,1227.854288,1402.390744,0.103304455,0.10417,FALSE,FALSE,FALSE,TRUE
1179318.347,1191800.271,"95,874",33.0831,-83.2497,24.28503622,9.842764223,1145.219377,11.39404733,0.274435726,0.475409836,64.13114754,1161.87,17.8,11.17,24.43,11.88,26.45333333,18.04,101,1223.003396,1402.390744,0.001826995,0.00224,FALSE,FALSE,FALSE,FALSE
1030130.257,1214698.901,"96,335",33.4544,-84.8178,22.99702762,9.956118708,1222.264656,12.11802515,0.281105991,1.016393443,55.40983607,1292.25,16.24,9.73,22.74,10.56,22.61333333,15.66,255,1347.121258,1422.154378,0.06552512,0.06956,FALSE,FALSE,FALSE,FALSE
1067775.116,1133000.579,"98,535",32.6875,-84.5197,24.08939829,10.18876153,1262.500754,15.20828769,0.222422235,0.262295082,53.81967213,1232.16,17.39,10.84,23.94,11.39,24.32333333,17.03,206,1293.734522,1422.154378,0.045887842,0.047153421,FALSE,FALSE,FALSE,FALSE
1182421.251,1008119.634,"98,703",31.4461,-83.4767,24.98141851,12.65424221,1178.859803,11.71710315,0.247923986,0.262295082,29.93442623,1181.57,19.05,12.83,25.26,14.01,22.83333333,16.58,96,1226.345528,1374.316645,-0.002893971,-0.001541167,FALSE,FALSE,FALSE,FALSE
1231975.355,1235116.708,"99,141",33.4028,-82.6222,23.6207434,10.31912321,1207.316131,13.26474435,0.242621242,0.672131148,54.81967213,1188.65,17.11,10.55,23.67,11.05,25.29333333,17.2,152,1229.56447,1402.390744,0.047113083,0.048265,FALSE,FALSE,FALSE,FALSE
-1358158.574,2338062.528,"100,010",42.9536,-112.8253,15.08636437,-0.959675942,224.0696393,3.295749355,0.180573842,40.68852459,194.6557377,237.76,7.95,0.44,15.45,-0.43,30.55666667,14.85,"1,332",376.216926,643.3264329,0.026214048,0.023969833,FALSE,FALSE,FALSE,FALSE
-1214613.306,2436876.903,"100,470",44.0425,-111.2739,12.48883808,-1.921025477,473.1978361,5.187829679,0.228014593,59.68852459,195.3606557,550.07,4.84,-2.53,12.22,-2.46,24.15666667,11.95,"1,757",500.568976,731.3323483,0.079926005,0.075599375,FALSE,FALSE,FALSE,FALSE
-1625480.12,2575734.577,"101,408",44.5733,-116.6753,16.75439379,1.011763022,513.0758361,6.254668837,0.20655722,32.03278689,167.3442623,537.55,9.04,1.47,16.62,0.19,35.95666667,17.33,839,629.63806,778.3174965,0.027114709,0.027570714,FALSE,FALSE,FALSE,FALSE
-1560448.756,2914199.565,"101,956",47.6789,-116.8017,15.07854041,3.121950706,520.321082,5.382201889,0.249663978,17.73770492,108.9836066,656.54,8.5,2.67,14.33,1.98,25.36,12.3,692,1067.369214,856.6276976,0.159345281,0.154965,TRUE,TRUE,FALSE,TRUE
-1502689.097,2722189.516,"103,143",46.0931,-115.5356,16.10799675,2.894459777,938.6840656,6.492230264,0.38352482,14.60655738,128.5081967,1096.73,7.77,1.74,13.81,1.06,24.77,12.09,"1,089",1210.344544,1589.565757,0.036718208,0.033850909,FALSE,FALSE,FALSE,FALSE
-1557480.895,2374922.054,"103,631",42.9403,-115.3231,20.24422743,2.658792817,214.4218033,3.949215131,0.136870666,9.524590164,126.1803279,248.06,10.85,3.02,18.68,0.49,40.06666667,19.38,851,264.459466,749.0724621,0.0125741,0.011554,FALSE,FALSE,FALSE,FALSE
-1277127.27,2282494.845,"103,732",42.5872,-111.7275,14.12856068,-1.725216062,371.5187213,3.860337945,0.253328213,46.39344262,196.8196721,382.6,6.46,-1.34,14.26,-2.98,30.25,14.82,"1,697",616.842556,646.8890192,0.034395422,0.0305436,FALSE,FALSE,FALSE,FALSE
-1510632.816,2298464.627,"104,295",42.3528,-114.5739,16.66191103,2.002931663,226.951082,3.858603884,0.160430108,16.6557377,133.0983607,239.51,8.6,1.35,15.86,-0.66,31.16,15.43,"1,382",333.491332,681.031024,0.073650105,0.07641,FALSE,FALSE,FALSE,FALSE
-1498021.559,2339237.782,"104,670",42.7325,-114.5192,17.40466056,2.220895054,262.3028852,3.462758551,0.188809445,22.80327869,154.5245902,264.45,9.76,2.54,16.99,0.22,32.73333333,16.73,"1,164",261.617968,681.031024,-0.008154178,-0.0113234,FALSE,FALSE,FALSE,FALSE
-1514016.653,2887335.78,"104,831",47.5311,-116.1267,14.97656844,2.068976495,774.004623,5.486774147,0.375213546,22.81967213,140.0163934,1289.83,5.1,0.77,9.43,-0.5,20.7,7.9,"1,166",1571.9806,1291.919728,0.016136524,0.013828,FALSE,FALSE,FALSE,FALSE
-1607885.543,2776938.898,"105,241",46.3747,-117.0156,17.39469761,5.567668575,318.391082,3.108704888,0.277679772,14.13114754,86.01639344,328.35,11.69,5.38,18,3.2,32.15666667,16.77,456,424.675046,969.0468613,0.060977889,0.055726889,FALSE,FALSE,FALSE,FALSE
-1252162.646,2225788.923,"105,275",42.1231,-111.3139,12.47731526,-2.006387247,267.2288197,3.03662924,0.231153891,56.90163934,200.1147541,301.65,5.45,-2.24,13.15,-2.95,27.07,13.05,"1,806",447.633344,646.8890192,0.054967344,0.05541,FALSE,FALSE,FALSE,FALSE
